level	start	end	color	opacity	title
3	30234	30629	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <9> (<-init <5>)" total=3515 us start=28510 us stop=32025 us (wait for 416 us)
3	30629	31573	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <9> (<-init <5>)" total=3515 us start=28510 us stop=32025 us (wait for 416 us)
3	31573	31579	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <9> (<-init <5>)" total=3515 us start=28510 us stop=32025 us (wait for 416 us)
3	31579	31587	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <9> (<-init <5>)" total=3515 us start=28510 us stop=32025 us (wait for 416 us)
3	31587	32025	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <9> (<-init <5>)" total=3515 us start=28510 us stop=32025 us (wait for 416 us)
2	29776	30215	#ff7700	1.0	Mapper Call map_task for init <19> (<-init <9> (<-init <5>)) total=439 us start=29776 us stop=30215 us
2	30232	30620	#ff00e3	1.0	Decrement Pending Task initiated by="init <18> (<-init <7> (<-init <5>))" total=388 us start=30232 us stop=30620 us
2	30690	31167	#ff7700	1.0	Mapper Call map_task for init <20> (<-init <9> (<-init <5>)) total=477 us start=30690 us stop=31167 us
2	31577	31581	#ff00e3	1.0	Decrement Pending Task initiated by="init <19> (<-init <9> (<-init <5>))" total=4 us start=31577 us stop=31581 us
3	32036	32039	#FFC0CB	1.0	ProfTask total=3 us start=32036 us stop=32039 us
3	32042	33829	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
3	33829	33845	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
3	33845	34212	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
3	34212	35188	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
3	35188	35197	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
3	35197	35208	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
3	35208	35656	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <10> (<-init <5>)" total=3614 us start=32042 us stop=35656 us (wait for 403 us)
2	33340	33805	#ff7700	1.0	Mapper Call map_task for init <21> (<-init <10> (<-init <5>)) total=465 us start=33340 us stop=33805 us
2	33841	34195	#ff00e3	1.0	Decrement Pending Task initiated by="init <20> (<-init <9> (<-init <5>))" total=354 us start=33841 us stop=34195 us
2	35194	35200	#ff00e3	1.0	Decrement Pending Task initiated by="init <21> (<-init <10> (<-init <5>))" total=6 us start=35194 us stop=35200 us
3	35667	35671	#FFC0CB	1.0	ProfTask total=4 us start=35667 us stop=35671 us
3	35675	37653	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <11> (<-init <5>)" total=3944 us start=35675 us stop=39619 us (wait for 437 us)
3	37653	37673	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="init <11> (<-init <5>)" total=3944 us start=35675 us stop=39619 us (wait for 437 us)
3	37673	38090	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="init <11> (<-init <5>)" total=3944 us start=35675 us stop=39619 us (wait for 437 us)
3	38090	39619	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <11> (<-init <5>)" total=3944 us start=35675 us stop=39619 us (wait for 437 us)
2	37092	37627	#ff7700	1.0	Mapper Call map_task for init <23> (<-init <11> (<-init <5>)) total=535 us start=37092 us stop=37627 us
2	37668	38071	#ff00e3	1.0	Decrement Pending Task initiated by="init <22> (<-init <10> (<-init <5>))" total=403 us start=37668 us stop=38071 us
2	38599	39112	#ff7700	1.0	Mapper Call map_task for init <24> (<-init <11> (<-init <5>)) total=513 us start=38599 us stop=39112 us
3	39634	39639	#FFC0CB	1.0	ProfTask total=5 us start=39634 us stop=39639 us
3	39644	43101	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <12> (<-init <5>)" total=3457 us start=39644 us stop=43101 us
2	41070	41586	#ff7700	1.0	Mapper Call map_task for init <25> (<-init <12> (<-init <5>)) total=516 us start=41070 us stop=41586 us
2	42121	42601	#ff7700	1.0	Mapper Call map_task for init <26> (<-init <12> (<-init <5>)) total=480 us start=42121 us stop=42601 us
3	43117	43506	#FFC0CB	1.0	ProfTask total=389 us start=43117 us stop=43506 us
3	43514	44403	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <13> (<-init <5>)" total=889 us start=43514 us stop=44403 us
2	44027	44158	#ff7700	1.0	Mapper Call map_task for init <27> (<-init <13> (<-init <5>)) total=131 us start=44027 us stop=44158 us
3	44415	44418	#FFC0CB	1.0	ProfTask total=3 us start=44415 us stop=44418 us
3	44423	44924	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="init <14> (<-init <5>)" total=501 us start=44423 us stop=44924 us
2	44502	44644	#ff7700	1.0	Mapper Call map_task for init <29> (<-init <14> (<-init <5>)) total=142 us start=44502 us stop=44644 us
2	44729	44832	#ff7700	1.0	Mapper Call map_task for init <30> (<-init <14> (<-init <5>)) total=103 us start=44729 us stop=44832 us
3	44936	44938	#FFC0CB	1.0	ProfTask total=2 us start=44936 us stop=44938 us
3	44940	44942	#FFC0CB	1.0	ProfTask <6> total=2 us start=44940 us stop=44942 us
3	44947	45011	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="structured_partition <6>" total=64 us start=44947 us stop=45011 us
3	45020	45037	#FFC0CB	1.0	ProfTask total=17 us start=45020 us stop=45037 us
3	45042	45043	#FFC0CB	1.0	ProfTask <17> total=1 us start=45042 us stop=45043 us
3	45046	45046	#FFC0CB	1.0	ProfTask <18> total=0 us start=45046 us stop=45046 us
3	45049	45050	#FFC0CB	1.0	ProfTask <17> total=1 us start=45049 us stop=45050 us
3	45051	45053	#FFC0CB	1.0	ProfTask <7> total=2 us start=45051 us stop=45053 us
3	45056	45056	#FFC0CB	1.0	ProfTask <19> total=0 us start=45056 us stop=45056 us
3	45058	45059	#FFC0CB	1.0	ProfTask <18> total=1 us start=45058 us stop=45059 us
3	45062	45062	#FFC0CB	1.0	ProfTask <20> total=0 us start=45062 us stop=45062 us
3	45065	45066	#FFC0CB	1.0	ProfTask <19> total=1 us start=45065 us stop=45066 us
3	45068	45069	#FFC0CB	1.0	ProfTask <9> total=1 us start=45068 us stop=45069 us
3	45071	45071	#FFC0CB	1.0	ProfTask <21> total=0 us start=45071 us stop=45071 us
3	45074	45074	#FFC0CB	1.0	ProfTask <20> total=0 us start=45074 us stop=45074 us
3	45076	45076	#FFC0CB	1.0	ProfTask <22> total=0 us start=45076 us stop=45076 us
3	45079	45079	#FFC0CB	1.0	ProfTask <21> total=0 us start=45079 us stop=45079 us
3	45081	45083	#FFC0CB	1.0	ProfTask <10> total=2 us start=45081 us stop=45083 us
3	45085	45086	#FFC0CB	1.0	ProfTask <23> total=1 us start=45085 us stop=45086 us
3	45088	45089	#FFC0CB	1.0	ProfTask <22> total=1 us start=45088 us stop=45089 us
3	45090	45091	#FFC0CB	1.0	ProfTask <24> total=1 us start=45090 us stop=45091 us
3	45092	45092	#FFC0CB	1.0	ProfTask <11> total=0 us start=45092 us stop=45092 us
3	45094	45094	#FFC0CB	1.0	ProfTask <25> total=0 us start=45094 us stop=45094 us
3	45096	45096	#FFC0CB	1.0	ProfTask <26> total=0 us start=45096 us stop=45096 us
3	45097	45098	#FFC0CB	1.0	ProfTask <12> total=1 us start=45097 us stop=45098 us
3	45100	45100	#FFC0CB	1.0	ProfTask <27> total=0 us start=45100 us stop=45100 us
3	45101	45101	#FFC0CB	1.0	ProfTask <28> total=0 us start=45101 us stop=45101 us
3	45103	45104	#FFC0CB	1.0	ProfTask <13> total=1 us start=45103 us stop=45104 us
2	45104	45105	#FFC0CB	1.0	ProfTask <29> total=1 us start=45104 us stop=45105 us
3	45106	45106	#FFC0CB	1.0	ProfTask <30> total=0 us start=45106 us stop=45106 us
3	45108	45109	#FFC0CB	1.0	ProfTask <14> total=1 us start=45108 us stop=45109 us
3	45111	45112	#FFC0CB	1.0	ProfTask <6> total=1 us start=45111 us stop=45112 us
3	131398	131663	#006600	1.0	Post initiated by="init <15> (<-init <8> (<-init <5>))" total=265 us start=131398 us stop=131663 us
3	131680	131682	#ff00e3	1.0	Decrement Pending Task initiated by="init <23> (<-init <11> (<-init <5>))" total=2 us start=131680 us stop=131682 us
3	131690	131697	#FFC0CB	1.0	ProfTask <15> total=7 us start=131690 us stop=131697 us
3	131700	131703	#FFC0CB	1.0	ProfTask <15> total=3 us start=131700 us stop=131703 us
3	131704	131705	#FFC0CB	1.0	ProfTask <23> total=1 us start=131704 us stop=131705 us
3	137217	137267	#006600	1.0	Post initiated by="init <18> (<-init <7> (<-init <5>))" total=50 us start=137217 us stop=137267 us
3	137280	137282	#ff00e3	1.0	Decrement Pending Task initiated by="init <24> (<-init <11> (<-init <5>))" total=2 us start=137280 us stop=137282 us
3	137289	137293	#FFC0CB	1.0	ProfTask <18> total=4 us start=137289 us stop=137293 us
3	137296	137299	#FFC0CB	1.0	ProfTask <18> total=3 us start=137296 us stop=137299 us
3	137300	137301	#FFC0CB	1.0	ProfTask <24> total=1 us start=137300 us stop=137301 us
3	138465	138485	#006600	1.0	Post initiated by="init <19> (<-init <9> (<-init <5>))" total=20 us start=138465 us stop=138485 us
3	138496	138497	#ff00e3	1.0	Decrement Pending Task initiated by="init <25> (<-init <12> (<-init <5>))" total=1 us start=138496 us stop=138497 us
3	138501	138503	#FFC0CB	1.0	ProfTask <19> total=2 us start=138501 us stop=138503 us
3	138504	138961	#FFC0CB	1.0	ProfTask <19> total=457 us start=138504 us stop=138961 us
3	138969	138970	#FFC0CB	1.0	ProfTask <25> total=1 us start=138969 us stop=138970 us
3	141119	141170	#006600	1.0	Post initiated by="init <22> (<-init <10> (<-init <5>))" total=51 us start=141119 us stop=141170 us
3	141179	141180	#ff00e3	1.0	Decrement Pending Task initiated by="init <26> (<-init <12> (<-init <5>))" total=1 us start=141179 us stop=141180 us
3	141186	141191	#FFC0CB	1.0	ProfTask <22> total=5 us start=141186 us stop=141191 us
3	141193	141196	#FFC0CB	1.0	ProfTask <22> total=3 us start=141193 us stop=141196 us
2	141196	141197	#FFC0CB	1.0	ProfTask <26> total=1 us start=141196 us stop=141197 us
3	172288	172672	#006600	1.0	Post initiated by="init <16> (<-init <8> (<-init <5>))" total=384 us start=172288 us stop=172672 us
3	172708	172711	#ff00e3	1.0	Decrement Pending Task initiated by="init <27> (<-init <13> (<-init <5>))" total=3 us start=172708 us stop=172711 us
3	172717	172722	#FFC0CB	1.0	ProfTask <16> total=5 us start=172717 us stop=172722 us
3	172725	172729	#FFC0CB	1.0	ProfTask <16> total=4 us start=172725 us stop=172729 us
3	172731	172731	#FFC0CB	1.0	ProfTask <27> total=0 us start=172731 us stop=172731 us
3	177362	177423	#006600	1.0	Post initiated by="init <20> (<-init <9> (<-init <5>))" total=61 us start=177362 us stop=177423 us
3	177640	177697	#006600	1.0	Post initiated by="init <17> (<-init <7> (<-init <5>))" total=57 us start=177640 us stop=177697 us
3	177710	177730	#ff00e3	1.0	Decrement Pending Task initiated by="init <29> (<-init <14> (<-init <5>))" total=20 us start=177710 us stop=177730 us
3	177737	177738	#ff00e3	1.0	Decrement Pending Task initiated by="init <28> (<-init <13> (<-init <5>))" total=1 us start=177737 us stop=177738 us
3	177745	177747	#FFC0CB	1.0	ProfTask <20> total=2 us start=177745 us stop=177747 us
3	177749	177751	#FFC0CB	1.0	ProfTask <17> total=2 us start=177749 us stop=177751 us
3	177753	177754	#FFC0CB	1.0	ProfTask <20> total=1 us start=177753 us stop=177754 us
3	177755	177756	#FFC0CB	1.0	ProfTask <17> total=1 us start=177755 us stop=177756 us
3	177757	177758	#FFC0CB	1.0	ProfTask <29> total=1 us start=177757 us stop=177758 us
3	177759	177760	#FFC0CB	1.0	ProfTask <28> total=1 us start=177759 us stop=177760 us
3	188205	188287	#006600	1.0	Post initiated by="init <21> (<-init <10> (<-init <5>))" total=82 us start=188205 us stop=188287 us
3	188309	188310	#ff00e3	1.0	Decrement Pending Task initiated by="init <30> (<-init <14> (<-init <5>))" total=1 us start=188309 us stop=188310 us
3	188319	188321	#FFC0CB	1.0	ProfTask <21> total=2 us start=188319 us stop=188321 us
3	188323	188325	#FFC0CB	1.0	ProfTask <21> total=2 us start=188323 us stop=188325 us
3	188326	188327	#FFC0CB	1.0	ProfTask <30> total=1 us start=188326 us stop=188327 us
3	230486	230524	#006600	1.0	Post initiated by="init <23> (<-init <11> (<-init <5>))" total=38 us start=230486 us stop=230524 us
3	230549	230551	#ff00e3	1.0	Decrement Pending Task initiated by="structured_partition <6>" total=2 us start=230549 us stop=230551 us
3	230556	230560	#FFC0CB	1.0	ProfTask <23> total=4 us start=230556 us stop=230560 us
3	230562	230565	#FFC0CB	1.0	ProfTask <23> total=3 us start=230562 us stop=230565 us
3	230566	230568	#FFC0CB	1.0	ProfTask <6> total=2 us start=230566 us stop=230568 us
3	230702	230810	#006600	1.0	Post initiated by="structured_partition <6>" total=108 us start=230702 us stop=230810 us
3	230820	230823	#FFC0CB	1.0	ProfTask <6> total=3 us start=230820 us stop=230823 us
3	230827	230828	#FFC0CB	1.0	ProfTask <6> total=1 us start=230827 us stop=230828 us
3	234664	234714	#006600	1.0	Post initiated by="init <24> (<-init <11> (<-init <5>))" total=50 us start=234664 us stop=234714 us
3	234721	234723	#FFC0CB	1.0	ProfTask <24> total=2 us start=234721 us stop=234723 us
3	234726	234727	#FFC0CB	1.0	ProfTask <24> total=1 us start=234726 us stop=234727 us
3	234866	235953	#0093ff	1.0	Logical Dependence Analysis initiated by="trans <31>" total=1087 us start=234866 us stop=235953 us
3	235961	236557	#006600	1.0	Post initiated by="test <3>" total=596 us start=235961 us stop=236557 us
3	236566	236595	#006fff	1.0	Scheduler initiated by="Operation <0>" total=29 us start=236566 us stop=236595 us
3	236599	236654	#FFC0CB	1.0	ProfTask <3> total=55 us start=236599 us stop=236654 us
3	236659	236660	#FFC0CB	1.0	ProfTask <31> total=1 us start=236659 us stop=236660 us
3	236661	236662	#FFC0CB	1.0	ProfTask <3> total=1 us start=236661 us stop=236662 us
3	236664	237090	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <31>" total=2497 us start=236664 us stop=239161 us (wait for 2067 us)
3	237090	238810	#2b00ff	0.15	Task Physical Dependence Analysis initiated by="trans <31>" total=2497 us start=236664 us stop=239161 us (wait for 2067 us)
3	238810	239157	#2b00ff	0.45	Task Physical Dependence Analysis initiated by="trans <31>" total=2497 us start=236664 us stop=239161 us (wait for 2067 us)
3	239157	239161	#2b00ff	1.0	Task Physical Dependence Analysis initiated by="trans <31>" total=2497 us start=236664 us stop=239161 us (wait for 2067 us)
2	237536	237564	#006600	1.0	Post initiated by="init <25> (<-init <12> (<-init <5>))" total=28 us start=237536 us stop=237564 us
2	237572	237584	#ff0077	1.0	Deferred Slice initiated by="trans <32> (<-trans <31>)" total=12 us start=237572 us stop=237584 us
2	237589	238595	#ff0077	1.0	Deferred Slice initiated by="trans <33> (<-trans <31>)" total=1126 us start=237589 us stop=238715 us (wait for 39 us)
2	238595	238623	#ff0077	0.15	Deferred Slice initiated by="trans <33> (<-trans <31>)" total=1126 us start=237589 us stop=238715 us (wait for 39 us)
2	238623	238634	#ff0077	0.45	Deferred Slice initiated by="trans <33> (<-trans <31>)" total=1126 us start=237589 us stop=238715 us (wait for 39 us)
2	238634	238715	#ff0077	1.0	Deferred Slice initiated by="trans <33> (<-trans <31>)" total=1126 us start=237589 us stop=238715 us (wait for 39 us)
1	237725	237962	#ff7700	1.0	Mapper Call map_task for trans <40> (<-trans <33> (<-trans <31>)) total=237 us start=237725 us stop=237962 us
1	238138	238581	#ff7700	1.0	Mapper Call map_task for trans <41> (<-trans <33> (<-trans <31>)) total=443 us start=238138 us stop=238581 us
1	238621	238626	#ff00e3	1.0	Decrement Pending Task initiated by="trans <40> (<-trans <33> (<-trans <31>))" total=5 us start=238621 us stop=238626 us
